Word,Link,ID
before (sign 1),https://www.youtube.com/watch?v=pwmFabvAS3k,pwmFabvAS3k
beetroot,https://www.youtube.com/watch?v=PKLiUylI7jY,PKLiUylI7jY
beer (sign 3),https://www.youtube.com/watch?v=BWKieNmLY2c,BWKieNmLY2c
beer (sign 2),https://www.youtube.com/watch?v=RfTlPy0yoLg,RfTlPy0yoLg
beer (sign 1),https://www.youtube.com/watch?v=R_GaklgD4bY,R_GaklgD4bY=-
bedroom,https://www.youtube.com/watch?v=aCaG3G4PAkQ,aCaG3G4PAkQ
beautiful (sign 2),https://www.youtube.com/watch?v=pxP6gH5pazw,pxP6gH5pazw
beautiful (sign 1),https://www.youtube.com/watch?v=QJDOHjM9eb8,QJDOHjM9eb8
"beat, triumph, outdo, be victorious (sign 2)",https://www.youtube.com/watch?v=5vj022EoOLA,5vj022EoOLA
"beat, triumph, outdo, be victorious (sign 1)",https://www.youtube.com/watch?v=hG7jqJgpYzI,hG7jqJgpYzI
Beat around the bush,https://www.youtube.com/watch?v=zE5flYdW0w0,zE5flYdW0w0
"bear, endure, tolerate (sign 2)",https://www.youtube.com/watch?v=DCH3d-S6BlI,DCH3d-S6BlI
"bear, endure, tolerate (sign 1)",https://www.youtube.com/watch?v=W0VSNIUgNVw,W0VSNIUgNVw
dhoti,https://www.youtube.com/watch?v=f49RmUp0qqQ,f49RmUp0qqQ
dholak,https://www.youtube.com/watch?v=gKN3BC-U3d4,gKN3BC-U3d4
dhobi,https://www.youtube.com/watch?v=pu9ff2Xvfy4,pu9ff2Xvfy4
diesel,https://www.youtube.com/watch?v=0qDR-9wAiXk,0qDR-9wAiXk
dice,https://www.youtube.com/watch?v=g8H6NFJ8o7w,g8H6NFJ8o7w
"diaper, nappy",https://www.youtube.com/watch?v=3DSsRKPkiGI,3DSsRKPkiGI
Usury,https://www.youtube.com/watch?v=Pz9eIPXF6LQ,Pz9eIPXF6LQ
different,https://www.youtube.com/watch?v=cBtN1DlLXAs,cBtN1DlLXAs
dinner,https://www.youtube.com/watch?v=-a0-goHN-rQ,-a0-goHN-rQ
"direction, route",https://www.youtube.com/watch?v=ug0cTrsjK50,ug0cTrsjK50
director (movie),https://www.youtube.com/watch?v=f-buhqEDiZ0,f-buhqEDiZ0
director,https://www.youtube.com/watch?v=A7Z8eaNDLGg,A7Z8eaNDLGg
disability,https://www.youtube.com/watch?v=Roe3st2xwgQ,Roe3st2xwgQ
"disagree, dissent (sign 1)",https://www.youtube.com/watch?v=34WMjwYFdsI,34WMjwYFdsI
"disagree, dissent (sign 2)",https://www.youtube.com/watch?v=bouFPfGo6UI,bouFPfGo6UI
diet (sign 1),https://www.youtube.com/watch?v=aF7X0ClwZVg,aF7X0ClwZVg
diet (sign 2),https://www.youtube.com/watch?v=HuPD22JS5QA,HuPD22JS5QA
"disappear, vanish",https://www.youtube.com/watch?v=E4rnCudFi8c,E4rnCudFi8c
discipline,https://www.youtube.com/watch?v=TkREyqdJoCI,TkREyqdJoCI
discount,https://www.youtube.com/watch?v=Zc9o_U0ilpU,Zc9o_U0ilpU
discus throw,https://www.youtube.com/watch?v=BPEbby3LaMo,BPEbby3LaMo
"discuss, confer",https://www.youtube.com/watch?v=1IZPvJn7an0,1IZPvJn7an0
disease,https://www.youtube.com/watch?v=aFGQehtPlPc,aFGQehtPlPc
disobey,https://www.youtube.com/watch?v=VqeazWZzEp4,VqeazWZzEp4
disrespect,https://www.youtube.com/watch?v=ov-SGBORI6Y,ov-SGBORI6Y
distance learning,https://www.youtube.com/watch?v=_HPV8-2Xdx8,_HPV8-2Xdx8
distance,https://www.youtube.com/watch?v=VCDSOi8Hix0,VCDSOi8Hix0
"distribute, allocate",https://www.youtube.com/watch?v=x1S_tnc_djk,x1S_tnc_djk
district,https://www.youtube.com/watch?v=lOvFBGpn0bQ,lOvFBGpn0bQ
"divide, separate",https://www.youtube.com/watch?v=_WDeSbXAV3w,_WDeSbXAV3w
"divide, split, segregate",https://www.youtube.com/watch?v=HIZYnYZpipc,HIZYnYZpipc
diving,https://www.youtube.com/watch?v=0FHckg-WrEo,0FHckg-WrEo
Diwali (sign 1),https://www.youtube.com/watch?v=SOMg4XV_dEY,SOMg4XV_dEY
Diwali (sign 3),https://www.youtube.com/watch?v=QJDAMIo3A6Y,QJDAMIo3A6Y
Diwali (sign 4),https://www.youtube.com/watch?v=t7t7Jioxeu8,t7t7Jioxeu8
dizzy,https://www.youtube.com/watch?v=Mr30rM7vf4Q,Mr30rM7vf4Q
do,https://www.youtube.com/watch?v=fiTyNgucpYM,fiTyNgucpYM
document,https://www.youtube.com/watch?v=pNiWeRZM59o,pNiWeRZM59o
dog sign 1,https://www.youtube.com/watch?v=7O43NW_PICc,7O43NW_PICc
Cut corners,https://www.youtube.com/watch?v=HTbNR5mBC3E,HTbNR5mBC3E
"crowd, horde, mass, throng",https://www.youtube.com/watch?v=y_q_egfFoq0,y_q_egfFoq0
"cruel, brutal, inhuman, ruthless, cold hearted",https://www.youtube.com/watch?v=3FhNDV9UDzc,3FhNDV9UDzc
"cruel, callous, harsh, ruthless (sign 1)",https://www.youtube.com/watch?v=u6hpIkJUQXE,u6hpIkJUQXE
"cry, sob (sign 3)",https://www.youtube.com/watch?v=SyRmYT523cU,SyRmYT523cU
"cry, bawl, scream",https://www.youtube.com/watch?v=cKkCZ_GYpkk,cKkCZ_GYpkk
copy and paste,https://www.youtube.com/watch?v=vSEUaTn35j4,vSEUaTn35j4
country,https://www.youtube.com/watch?v=Qb3nTAfOz2Q,Qb3nTAfOz2Q
"cottage cheese, paneer",https://www.youtube.com/watch?v=mh7hK_GB1yQ,mh7hK_GB1yQ
corn,https://www.youtube.com/watch?v=CKkHv_YeHWU,CKkHv_YeHWU
"course, programme",https://www.youtube.com/watch?v=oZ6x75IBNj8,oZ6x75IBNj8
cooker,https://www.youtube.com/watch?v=BdQCN4niLds,BdQCN4niLds
"convert, change, transform",https://www.youtube.com/watch?v=U8aIoaNXadQ,U8aIoaNXadQ
"control, manage",https://www.youtube.com/watch?v=0n_FeKAXjUI,0n_FeKAXjUI
"contract, contractual (job)",https://www.youtube.com/watch?v=CjL55F1EpNk,CjL55F1EpNk
"continue, carry on",https://www.youtube.com/watch?v=tnQmQCzJKfI,tnQmQCzJKfI
consultant,https://www.youtube.com/watch?v=57wK5eB74gw,57wK5eB74gw
"construct, build",https://www.youtube.com/watch?v=Kx46yWsDfrU,Kx46yWsDfrU
"constant, continuous",https://www.youtube.com/watch?v=E79Kez92aqs,E79Kez92aqs
"conserve, preserve, save",https://www.youtube.com/watch?v=870f18p-XdE,870f18p-XdE
"contract, agreement, deal, pact",https://www.youtube.com/watch?v=OJqZgTGpghQ,OJqZgTGpghQ
cook,https://www.youtube.com/watch?v=Csudbq04CV0,Csudbq04CV0
Cambodia,https://www.youtube.com/watch?v=QIaK1zBDLkE,QIaK1zBDLkE
Canada,https://www.youtube.com/watch?v=E7ASHBd0kDs,E7ASHBd0kDs
China,https://www.youtube.com/watch?v=uYfcQkRSvAY,uYfcQkRSvAY
Chile,https://www.youtube.com/watch?v=ZM95iphl6eM,ZM95iphl6eM
Chhattisgarh,https://www.youtube.com/watch?v=sFjn3cTFUT4,sFjn3cTFUT4
Chandigarh,https://www.youtube.com/watch?v=rufhjKU3UII,rufhjKU3UII
Armenia,https://www.youtube.com/watch?v=o-Y-aBPo_xw,o-Y-aBPo_xw
Argentina,https://www.youtube.com/watch?v=cmFVOsYv2Nk,cmFVOsYv2Nk
Amritsar (sign 1),https://www.youtube.com/watch?v=8pLSdUH-S5U,8pLSdUH-S5U
Agra (sign 1),https://www.youtube.com/watch?v=bC9ZZ5izJPk,bC9ZZ5izJPk
chikoo,https://www.youtube.com/watch?v=_GG3jvZWj_4,_GG3jvZWj_4
chilli (sign 1),https://www.youtube.com/watch?v=UK3lCFwSt7A,UK3lCFwSt7A
cherry (sign 1),https://www.youtube.com/watch?v=KnE_y9wziOc,KnE_y9wziOc
cheque (sign 1),https://www.youtube.com/watch?v=Il9Z5pMnfDo,Il9Z5pMnfDo
"cheap (talk, behaviour, etc)",https://www.youtube.com/watch?v=mJz4mKTtt64,mJz4mKTtt64
chickpea,https://www.youtube.com/watch?v=eAFoZUaOwac,eAFoZUaOwac
change,https://www.youtube.com/watch?v=NGfUhD-kG1M,NGfUhD-kG1M
"chapati, roti",https://www.youtube.com/watch?v=Miw0xZr0diU,Miw0xZr0diU
chief minister,https://www.youtube.com/watch?v=dRZkuKTLcis,dRZkuKTLcis
chart,https://www.youtube.com/watch?v=Kt4-ijSTM58,Kt4-ijSTM58
Chennai (sign 2),https://www.youtube.com/watch?v=748qVYC4N1s,748qVYC4N1s
chef,https://www.youtube.com/watch?v=zWdWqozClE4,zWdWqozClE4
cheque (sign 2),https://www.youtube.com/watch?v=6y6ylBP0yc8,6y6ylBP0yc8
chalk (sign 1),https://www.youtube.com/watch?v=bFEz8r3xfMI,bFEz8r3xfMI
century (meaning),https://www.youtube.com/watch?v=HE7cOw_O6cA,HE7cOw_O6cA
"cell, mobile (sign 3)",https://www.youtube.com/watch?v=pcMAg0w93W0,pcMAg0w93W0
chalk (sign 2),https://www.youtube.com/watch?v=daRWg-gnW7M,daRWg-gnW7M
centimetre,https://www.youtube.com/watch?v=f06TttdeYNE,f06TttdeYNE
"cell, mobile (touchscreen)",https://www.youtube.com/watch?v=TkZ8qS_TIXk,TkZ8qS_TIXk
"almost, nearly",https://www.youtube.com/watch?v=F1AvK4jxMuA,F1AvK4jxMuA
Amazon,https://www.youtube.com/watch?v=Zgmvl6IgXuY,Zgmvl6IgXuY
animals (sign 2),https://www.youtube.com/watch?v=3Y7KPnUv9kA,3Y7KPnUv9kA
applause,https://www.youtube.com/watch?v=JHK7flaSzzM,JHK7flaSzzM
All India Foundation of Deaf Women,https://www.youtube.com/watch?v=1kJrmgJ0EMs,1kJrmgJ0EMs
call,https://www.youtube.com/watch?v=um4s1H6JPJg,um4s1H6JPJg
carpenter (sign 1),https://www.youtube.com/watch?v=AQ_ba6r2-YM,AQ_ba6r2-YM
baseball,https://www.youtube.com/watch?v=Ps4VoPyMAb8,Ps4VoPyMAb8
basil,https://www.youtube.com/watch?v=_jbbOFSVFyY,_jbbOFSVFyY
bath tub,https://www.youtube.com/watch?v=8r5QmLFv9Jc,8r5QmLFv9Jc
bath (sign 2),https://www.youtube.com/watch?v=ZwVF0XfVD7I,ZwVF0XfVD7I
bathroom,https://www.youtube.com/watch?v=5rku2NSGq94,5rku2NSGq94
basic (sign 1),https://www.youtube.com/watch?v=-UjDGBnJuQE,-UjDGBnJuQE
calculator (sign 1),https://www.youtube.com/watch?v=xY-hLKnjahw,xY-hLKnjahw
cabbage,https://www.youtube.com/watch?v=5JrVqdElpw4,5JrVqdElpw4
All India Federation of the Deaf,https://www.youtube.com/watch?v=YufUJ48avIM,YufUJ48avIM
calm,https://www.youtube.com/watch?v=bdHi2Gyruqw,bdHi2Gyruqw
casio,https://www.youtube.com/watch?v=N0QNiLrVGl4,N0QNiLrVGl4
capable,https://www.youtube.com/watch?v=37i_Xt_w0Rs,37i_Xt_w0Rs
cashier,https://www.youtube.com/watch?v=w49chg-Y92g,w49chg-Y92g
"cell, mobile (sign 2)",https://www.youtube.com/watch?v=EkK_DEi9vog,EkK_DEi9vog
"catch (a person, a mistake)",https://www.youtube.com/watch?v=JYvB-eiJP-I,JYvB-eiJP-I
carpenter (sign 2),https://www.youtube.com/watch?v=p0IHOoCCGNU,p0IHOoCCGNU
capsicum (sign 1),https://www.youtube.com/watch?v=Py0R_2XywOQ,Py0R_2XywOQ
capital (sign 2),https://www.youtube.com/watch?v=64Cdgzetaxs,64Cdgzetaxs
capital (sign 1),https://www.youtube.com/watch?v=rKDZTG2rFPs,rKDZTG2rFPs
can (sign 1),https://www.youtube.com/watch?v=A7GtKqvxPNA,A7GtKqvxPNA
careful,https://www.youtube.com/watch?v=yi--S0oh64s,yi--S0oh64s
cartoon,https://www.youtube.com/watch?v=BI57SSk_cGU,BI57SSk_cGU
carpet,https://www.youtube.com/watch?v=9pEAebpmkS0,9pEAebpmkS0
cap,https://www.youtube.com/watch?v=wVgslraD204,wVgslraD204
camel,https://www.youtube.com/watch?v=Cz3KCbolavI,Cz3KCbolavI
carrot,https://www.youtube.com/watch?v=UMMYGhp1SD4,UMMYGhp1SD4
car,https://www.youtube.com/watch?v=SUGgjeP54CQ,SUGgjeP54CQ
cat (sign 2),https://www.youtube.com/watch?v=wubfL2VbBLY,wubfL2VbBLY
"cancel, call off",https://www.youtube.com/watch?v=-kAnMQUsNqY,-kAnMQUsNqY
"cell, mobile (sign 1)",https://www.youtube.com/watch?v=h8cX3gzzey8,h8cX3gzzey8
"celebrate, enjoy",https://www.youtube.com/watch?v=Y0ObDf8ZmJ0,Y0ObDf8ZmJ0
CD,https://www.youtube.com/watch?v=9BvwAQ7c9-c,9BvwAQ7c9-c
"catch (things, example, ball)",https://www.youtube.com/watch?v=mUes7TvTZ0Y,mUes7TvTZ0Y
"category, classification, group, section",https://www.youtube.com/watch?v=TJQdtS0Dkyw,TJQdtS0Dkyw
cave,https://www.youtube.com/watch?v=h8PX8tmC6D0,h8PX8tmC6D0
catalogue,https://www.youtube.com/watch?v=YGISt7qQBCw,YGISt7qQBCw
carrom,https://www.youtube.com/watch?v=ArcfZOVJyc4,ArcfZOVJyc4
"cash, notes",https://www.youtube.com/watch?v=zaCXh7eQO2Y,zaCXh7eQO2Y
cartoon meaning,https://www.youtube.com/watch?v=G1kA8fiQM3Q,G1kA8fiQM3Q
cat (sign 1),https://www.youtube.com/watch?v=Rc4vFhGRgIs,Rc4vFhGRgIs
capsicum (sign 2),https://www.youtube.com/watch?v=kjF2AUzUKO0,kjF2AUzUKO0
"careless, negligent",https://www.youtube.com/watch?v=Y0JhQ12-JVE,Y0JhQ12-JVE
capital (finance),https://www.youtube.com/watch?v=s57mcqROvtA,s57mcqROvtA
carpenter (sign 3),https://www.youtube.com/watch?v=bp9mzPexxVY,bp9mzPexxVY
candle,https://www.youtube.com/watch?v=DAhaM4E1wSM,DAhaM4E1wSM
can (sign 2),https://www.youtube.com/watch?v=M5ML0oF4VzU,M5ML0oF4VzU
canteen,https://www.youtube.com/watch?v=W1JjuXkqfyA,W1JjuXkqfyA
Call it a day,https://www.youtube.com/watch?v=GNigEuAKJt0,GNigEuAKJt0
banker,https://www.youtube.com/watch?v=MBJe-opDrVg,MBJe-opDrVg
barber,https://www.youtube.com/watch?v=fmW1matLfhk,fmW1matLfhk
around (sign 2),https://www.youtube.com/watch?v=uSz2hrQZr3o,uSz2hrQZr3o
"argue, dispute, quarrel",https://www.youtube.com/watch?v=TLN5DkTzcX8,TLN5DkTzcX8
around (sign 1),https://www.youtube.com/watch?v=gzlymlA-sW8,gzlymlA-sW8
arm,https://www.youtube.com/watch?v=c6-NB5Yrrdo,c6-NB5Yrrdo
archery,https://www.youtube.com/watch?v=3HMUM-9pQj0,3HMUM-9pQj0
archaeologist,https://www.youtube.com/watch?v=tY7LqqsBV5Y,tY7LqqsBV5Y
area (sign 2),https://www.youtube.com/watch?v=I_TQyqgYvoA,I_TQyqgYvoA
approve (sign 2),https://www.youtube.com/watch?v=qXV1KRvMA-Y,qXV1KRvMA-Y
approximate (sign 2),https://www.youtube.com/watch?v=S21lcUrY_pM,S21lcUrY_pM
area (sign 1),https://www.youtube.com/watch?v=r7VLa40tjvM,r7VLa40tjvM
April,https://www.youtube.com/watch?v=sPzCUfCMJH4,sPzCUfCMJH4
approximate (sign 1),https://www.youtube.com/watch?v=xgU5S08eD90,xgU5S08eD90
approve (sign 1),https://www.youtube.com/watch?v=rpMNq0nFlUQ,rpMNq0nFlUQ
appointment (sign 2),https://www.youtube.com/watch?v=acdKVU7bbhw,acdKVU7bbhw
Amritsar (sign 2),https://www.youtube.com/watch?v=0hEQ8ufcIQU,0hEQ8ufcIQU
bandage,https://www.youtube.com/watch?v=S9wg2vb8-Aw,S9wg2vb8-Aw
band-aid,https://www.youtube.com/watch?v=UOktZawGna4,UOktZawGna4
Bandra to Worli Sea Link,https://www.youtube.com/watch?v=cNL6z2IayOU,cNL6z2IayOU
banana,https://www.youtube.com/watch?v=GYVZ3VpzJRI,GYVZ3VpzJRI
banana tree,https://www.youtube.com/watch?v=YcTowX_Es6E,YcTowX_Es6E
ban (sign 2),https://www.youtube.com/watch?v=apdZVZdwz54,apdZVZdwz54
ban (sign 1),https://www.youtube.com/watch?v=MZsQzU7tOfs,MZsQzU7tOfs
bamboo,https://www.youtube.com/watch?v=TrCMG8Jm2_c,TrCMG8Jm2_c
balloon (sign 2),https://www.youtube.com/watch?v=wzz6Gt0EotA,wzz6Gt0EotA
balloon (sign 1),https://www.youtube.com/watch?v=ndCTFD1P_qo,ndCTFD1P_qo
anniversary,https://www.youtube.com/watch?v=3SIXJfwYlFw,3SIXJfwYlFw
anonymous (sign 2),https://www.youtube.com/watch?v=-qhN2FaYkUc,-qhN2FaYkUc
ant,https://www.youtube.com/watch?v=zw53Xl_e9QA,zw53Xl_e9QA
"announce, declare, release",https://www.youtube.com/watch?v=buBZGkwchow,buBZGkwchow
"amount, quantity (sign 1)",https://www.youtube.com/watch?v=QlEKJLgEWMg,QlEKJLgEWMg
alive,https://www.youtube.com/watch?v=5xmJG9zQ9jw,5xmJG9zQ9jw
anxious,https://www.youtube.com/watch?v=VBM4ss11k-k,VBM4ss11k-k
already (sign 2),https://www.youtube.com/watch?v=50jD8JNDy1s,50jD8JNDy1s
apartment,https://www.youtube.com/watch?v=5y3eMNykOsA,5y3eMNykOsA
apple,https://www.youtube.com/watch?v=nuYcIMq8e5U,nuYcIMq8e5U
amazed,https://www.youtube.com/watch?v=N2GsWA1smG8,N2GsWA1smG8
analysis,https://www.youtube.com/watch?v=zlGi_SB04cI,zlGi_SB04cI
application,https://www.youtube.com/watch?v=uBi-YX42NwI,uBi-YX42NwI
app,https://www.youtube.com/watch?v=upAZkdtoF_Q,upAZkdtoF_Q
all (sign 2),https://www.youtube.com/watch?v=DbDsfmhI-U8,DbDsfmhI-U8
applicant,https://www.youtube.com/watch?v=i4rgDyw5mc8,i4rgDyw5mc8
"always, every time",https://www.youtube.com/watch?v=iWpgiYUT23c,iWpgiYUT23c
allow (sign 2),https://www.youtube.com/watch?v=MTAoneZNzeQ,MTAoneZNzeQ
appointment (sign 1),https://www.youtube.com/watch?v=c4HojUA2FGE,c4HojUA2FGE
all (sign 1),https://www.youtube.com/watch?v=NNAmDtu46B0,NNAmDtu46B0
answer,https://www.youtube.com/watch?v=BMzjPIvzVfU,BMzjPIvzVfU
anonymous (sign 1),https://www.youtube.com/watch?v=f6ncKQ2HlJs,f6ncKQ2HlJs
anonymous meaning,https://www.youtube.com/watch?v=1XFe7SCIQKw,1XFe7SCIQKw
any,https://www.youtube.com/watch?v=vXg5mjo2Lpc,vXg5mjo2Lpc
"annual, yearly",https://www.youtube.com/watch?v=c26UiFPMTcw,c26UiFPMTcw
alphabet,https://www.youtube.com/watch?v=bacheB1uzFE,bacheB1uzFE
animals (sign 1),https://www.youtube.com/watch?v=OjJ2Vu0k5d8,OjJ2Vu0k5d8
"amount, total (sign 2)",https://www.youtube.com/watch?v=9qLTvYXHLdU,9qLTvYXHLdU
"ally, allied, alliance meaning",https://www.youtube.com/watch?v=FxpR_7U84nQ,FxpR_7U84nQ
"alone, solo",https://www.youtube.com/watch?v=jc2G1aW5DQU,jc2G1aW5DQU
allow (sign 1),https://www.youtube.com/watch?v=fAjax7qngzk,fAjax7qngzk
balcony,https://www.youtube.com/watch?v=Id-oKWnrMao,Id-oKWnrMao
ball cricket,https://www.youtube.com/watch?v=BSJyINZgfWY,BSJyINZgfWY
ball,https://www.youtube.com/watch?v=yjnm43fEimY,yjnm43fEimY
balance,https://www.youtube.com/watch?v=G-xw6dwoiBc,G-xw6dwoiBc
bake,https://www.youtube.com/watch?v=RpZGZHEgtYI,RpZGZHEgtYI
Bajaj Bike,https://www.youtube.com/watch?v=LY6maLw5JZg,LY6maLw5JZg
bag,https://www.youtube.com/watch?v=yqRuuOhG1Cs,yqRuuOhG1Cs
"bag, sling bag",https://www.youtube.com/watch?v=aTp3Y4ABxB4,aTp3Y4ABxB4
"bad language, verbal abuse (sign 2)",https://www.youtube.com/watch?v=xghJ6vKFuKQ,xghJ6vKFuKQ
"bag, backpack",https://www.youtube.com/watch?v=GGK97cywvBc,GGK97cywvBc
"bad language, verbal abuse (sign 1)",https://www.youtube.com/watch?v=eJ8Brka8TKw,eJ8Brka8TKw
bad (sign 2),https://www.youtube.com/watch?v=9uSE_BJx1Po,9uSE_BJx1Po
back,https://www.youtube.com/watch?v=LKyBt6Px1Uc,LKyBt6Px1Uc
bad (sign 1),https://www.youtube.com/watch?v=l8lwU4wIOz4,l8lwU4wIOz4
background,https://www.youtube.com/watch?v=zgQAKKtXOZY,zgQAKKtXOZY
"alike, similar",https://www.youtube.com/watch?v=ffJgebjRuvo,ffJgebjRuvo
"back, return (sign 3)",https://www.youtube.com/watch?v=cj56UIvObV8,cj56UIvObV8
"back, go back, reverse (sign 2)",https://www.youtube.com/watch?v=0Kcn-1OPd84,0Kcn-1OPd84
"back, behind (sign 1)",https://www.youtube.com/watch?v=TDlj5kHwiTk,TDlj5kHwiTk
cage,https://www.youtube.com/watch?v=a3ZwnyHdlGI,a3ZwnyHdlGI
calendar (sign 2),https://www.youtube.com/watch?v=rRVnNmQOR-I,rRVnNmQOR-I
calendar (sign 1),https://www.youtube.com/watch?v=lYS6WVGPAWo,lYS6WVGPAWo
calculator (sign 2),https://www.youtube.com/watch?v=p9bBKmmXvkY,p9bBKmmXvkY
calendar (sign 3),https://www.youtube.com/watch?v=8EF9j5VqHzw,8EF9j5VqHzw
calculator (sign 4),https://www.youtube.com/watch?v=1wmnjSPpUHs,1wmnjSPpUHs
calculator (sign 3),https://www.youtube.com/watch?v=Azhplpvwi6Q,Azhplpvwi6Q
call (phone),https://www.youtube.com/watch?v=GiOVSFEP2UQ,GiOVSFEP2UQ
Akshay Kumar,https://www.youtube.com/watch?v=WYEvZx_EaEo,WYEvZx_EaEo
Ajmer Sharif Dargah,https://www.youtube.com/watch?v=xoSQfP-1A-c,xoSQfP-1A-c
Aishwarya Rai Bachchan,https://www.youtube.com/watch?v=PqxgC356hdw,PqxgC356hdw
Airtel,https://www.youtube.com/watch?v=kdMxj-h-rRs,kdMxj-h-rRs
airport,https://www.youtube.com/watch?v=zbxW8XnyziA,zbxW8XnyziA
AirJet,https://www.youtube.com/watch?v=ubBmCChM6Ag,ubBmCChM6Ag
Aircel,https://www.youtube.com/watch?v=zvhxuidq68g,zvhxuidq68g
Air Vistara,https://www.youtube.com/watch?v=-xNmG6y1-9E,-xNmG6y1-9E
air pollution,https://www.youtube.com/watch?v=VhB51KKUi10,VhB51KKUi10
"Air India, Alliance Air",https://www.youtube.com/watch?v=4xykTArwSSg,4xykTArwSSg
Air Deccan,https://www.youtube.com/watch?v=1Ih8aIET1t8,1Ih8aIET1t8
air conditioner,https://www.youtube.com/watch?v=-03Dju3yPHE,-03Dju3yPHE
air (sign 2),https://www.youtube.com/watch?v=eJ5kLxC1ViY,eJ5kLxC1ViY
air (sign 1),https://www.youtube.com/watch?v=VdR3IR0wqDY,VdR3IR0wqDY
"aim  target, goal",https://www.youtube.com/watch?v=F_ssKRakSBs,F_ssKRakSBs
"agree, concur, consent",https://www.youtube.com/watch?v=QtR5-M2w3RQ,QtR5-M2w3RQ
age,https://www.youtube.com/watch?v=5anbkZmuIaQ,5anbkZmuIaQ
"again, repeat (sign 2)",https://www.youtube.com/watch?v=HNF-z7j8p0A,HNF-z7j8p0A
"again, repeat (sign 1)",https://www.youtube.com/watch?v=aO1B2sAfigI,aO1B2sAfigI
"again and again, repeatedly, over and over again",https://www.youtube.com/watch?v=t729MGitv94,t729MGitv94
afternoon,https://www.youtube.com/watch?v=rvjY9vlX_H4,rvjY9vlX_H4
after,https://www.youtube.com/watch?v=fQcXVe8_ZLw,fQcXVe8_ZLw
"afraid, scared",https://www.youtube.com/watch?v=1wTikbR4vsE,1wTikbR4vsE
"affect, impact, influence",https://www.youtube.com/watch?v=y7FUr6B4Uh4,y7FUr6B4Uh4
aeroplane (sign 3),https://www.youtube.com/watch?v=7-U7JLrcGHo,7-U7JLrcGHo
aeroplane (sign 2),https://www.youtube.com/watch?v=A8fPXgxSQ-k,A8fPXgxSQ-k
aeroplane (sign 1),https://www.youtube.com/watch?v=HqEam06JRKo,HqEam06JRKo
advocate,https://www.youtube.com/watch?v=dnl45S16tjs,dnl45S16tjs
"advise, counsel",https://www.youtube.com/watch?v=Q7wCb9WlhA0,Q7wCb9WlhA0
accept,https://www.youtube.com/watch?v=n0ixnjHqfAU,n0ixnjHqfAU
accordion,https://www.youtube.com/watch?v=z-ke4RyMx_w,z-ke4RyMx_w
address (sign 1),https://www.youtube.com/watch?v=fFrKd1qI9ZM,fFrKd1qI9ZM
abacus,https://www.youtube.com/watch?v=Lq13Nl5Ps58,Lq13Nl5Ps58
adopt,https://www.youtube.com/watch?v=Nqh6_B0gfec,Nqh6_B0gfec
advertisement,https://www.youtube.com/watch?v=PvzM89FGSp0,PvzM89FGSp0
accident,https://www.youtube.com/watch?v=Ykv_2L4-7RY,Ykv_2L4-7RY
"active, energetic",https://www.youtube.com/watch?v=hKT6dEhxTAE,hKT6dEhxTAE
Actions speak louder than words,https://www.youtube.com/watch?v=jYlNFP_BxsU,jYlNFP_BxsU
accompany (sign 1),https://www.youtube.com/watch?v=jGIwLZTt9ZI,jGIwLZTt9ZI
accompany (sign 2),https://www.youtube.com/watch?v=5xpCpxYgLGg,5xpCpxYgLGg
a lot,https://www.youtube.com/watch?v=HwgChfSHtlI,HwgChfSHtlI
advantage,https://www.youtube.com/watch?v=puQHunAHML8,puQHunAHML8
A penny saved is a penny earned,https://www.youtube.com/watch?v=UKcMoQ0mJDw,UKcMoQ0mJDw
"admire, commend, praise, appreciate",https://www.youtube.com/watch?v=46-lhzhJf78,46-lhzhJf78
Aamir Khan (sign 2),https://www.youtube.com/watch?v=aCW5vMnjQvo,aCW5vMnjQvo
adult (sign 2),https://www.youtube.com/watch?v=g9R8d7G2MuY,g9R8d7G2MuY
add,https://www.youtube.com/watch?v=oJUjrqXkdjs,oJUjrqXkdjs
"add, more",https://www.youtube.com/watch?v=lWnmHMNS06E,lWnmHMNS06E
actress,https://www.youtube.com/watch?v=ODNZ6nd7uls,ODNZ6nd7uls
absent,https://www.youtube.com/watch?v=Cd0f7fvtGTg,Cd0f7fvtGTg
A dime a dozen,https://www.youtube.com/watch?v=zQPvKggyt48,zQPvKggyt48
"able, can",https://www.youtube.com/watch?v=_a81r3Cftzk,_a81r3Cftzk
action,https://www.youtube.com/watch?v=Oy09VfmP5sQ,Oy09VfmP5sQ
able (meaning),https://www.youtube.com/watch?v=P2abspkSU_s,P2abspkSU_s
A bird in the hand is worth two in the bush,https://www.youtube.com/watch?v=SFUS_db3obA,SFUS_db3obA
delicious,https://www.youtube.com/watch?v=Jm2j6rZhGXo,Jm2j6rZhGXo
Degree (range),https://www.youtube.com/watch?v=ZrPL-xKnDfk,ZrPL-xKnDfk
Determined,https://www.youtube.com/watch?v=6YLxdNCHGpg,6YLxdNCHGpg
Degree (certificate),https://www.youtube.com/watch?v=8A3qKZoz1ik,8A3qKZoz1ik
Deceive,https://www.youtube.com/watch?v=rdW1Snzd9cs,rdW1Snzd9cs
Decide,https://www.youtube.com/watch?v=qFfaDK70Jvc,qFfaDK70Jvc
Debate,https://www.youtube.com/watch?v=E2-FY4q-Kbg,E2-FY4q-Kbg
Date (fruit),https://www.youtube.com/watch?v=YGPgejLrILM,YGPgejLrILM
