Word,Link,ID,Duration
chart,https://www.youtube.com/watch?v=Kt4-ijSTM58,Kt4-ijSTM58,5
chase,https://www.youtube.com/watch?v=wGgVSfyAtBs,wGgVSfyAtBs,6
chat,https://www.youtube.com/watch?v=SccmMdkBiAU,SccmMdkBiAU,8
chat,https://www.youtube.com/watch?v=6l8NQiTrf_M,6l8NQiTrf_M,8
cheap,https://www.youtube.com/watch?v=TXe-rPMd1q4,TXe-rPMd1q4,6
cheap,https://www.youtube.com/watch?v=mJz4mKTtt64,mJz4mKTtt64,4
cheat,https://www.youtube.com/watch?v=RVKZfvYZHks,RVKZfvYZHks,6
cheat,https://www.youtube.com/watch?v=eGo9ontddG8,eGo9ontddG8,6
chef,https://www.youtube.com/watch?v=zWdWqozClE4,zWdWqozClE4,8
Chemical Energy,https://www.youtube.com/watch?v=I2xOiEMrgM0,I2xOiEMrgM0,8
chemistry,https://www.youtube.com/watch?v=tSgEtTP4jkM,tSgEtTP4jkM,6
chennai,https://www.youtube.com/watch?v=KEcsIGtSp88,KEcsIGtSp88,6
chennai,https://www.youtube.com/watch?v=SPF11a6Uwy4,SPF11a6Uwy4,5
Chennai,https://www.youtube.com/watch?v=748qVYC4N1s,748qVYC4N1s,4
Chennai,https://www.youtube.com/watch?v=x6O_GrimQMw,x6O_GrimQMw,4
Chennai ,https://www.youtube.com/watch?v=748qVYC4N1s,748qVYC4N1s,4
cheque,https://www.youtube.com/watch?v=NmmgvY4gy40,NmmgvY4gy40,6
cheque,https://www.youtube.com/watch?v=amBz3VzA608,amBz3VzA608,6
cheque ,https://www.youtube.com/watch?v=Il9Z5pMnfDo,Il9Z5pMnfDo,5
cheque ,https://www.youtube.com/watch?v=6y6ylBP0yc8,6y6ylBP0yc8,6
Cheque Crossed,https://www.youtube.com/watch?v=vhPLDKNYuEg,vhPLDKNYuEg,11
cheque drop box,https://www.youtube.com/watch?v=G6aKn9zvQ8g,G6aKn9zvQ8g,8
Cheque Endorsement,https://www.youtube.com/watch?v=dwuDZ2R6yV0,dwuDZ2R6yV0,9
Cheque Fraudulent,https://www.youtube.com/watch?v=LSzTcuj4Zhg,LSzTcuj4Zhg,9
Cheque Gift,https://www.youtube.com/watch?v=O1HMV7OKCZs,O1HMV7OKCZs,10
Cheque Mutilated,https://www.youtube.com/watch?v=xVCIBUlDlkE,xVCIBUlDlkE,9
Cheque Postdated,https://www.youtube.com/watch?v=2yqiuXXxZ3Y,2yqiuXXxZ3Y,12
Cheque Retumed Memo,https://www.youtube.com/watch?v=N97Z7TLvXU4,N97Z7TLvXU4,11
Cheque Stale,https://www.youtube.com/watch?v=TPCuCv8TjE8,TPCuCv8TjE8,9
Cheque Travellers,https://www.youtube.com/watch?v=gYAOz-CJruo,gYAOz-CJruo,9
cherry ,https://www.youtube.com/watch?v=KnE_y9wziOc,KnE_y9wziOc,4
chess,https://www.youtube.com/watch?v=xYWHiCUuoi4,xYWHiCUuoi4,6
chest,https://www.youtube.com/watch?v=ddanfdSlKGA,ddanfdSlKGA,7
chest,https://www.youtube.com/watch?v=nZPix7hmbDc,nZPix7hmbDc,7
Chesterfield  Coat,https://www.youtube.com/watch?v=vSK-jsgpaXQ,vSK-jsgpaXQ,11
chew,https://www.youtube.com/watch?v=eYDkqbfQD7E,eYDkqbfQD7E,7
chew,https://www.youtube.com/watch?v=knmmNX9unM0,knmmNX9unM0,7
Chhattisgarh,https://www.youtube.com/watch?v=sFjn3cTFUT4,sFjn3cTFUT4,4
Chhattisgarh,https://www.youtube.com/watch?v=sFjn3cTFUT4,sFjn3cTFUT4,4
chicken,https://www.youtube.com/watch?v=7nBs9VJFPUA,7nBs9VJFPUA,5
Chicken Mesh,https://www.youtube.com/watch?v=k4TV4QwuYNc,k4TV4QwuYNc,6
Chickenpox,https://www.youtube.com/watch?v=LGWGD0eoxFg,LGWGD0eoxFg,4
chickoo,https://www.youtube.com/watch?v=L0C9pyt3Iv0,L0C9pyt3Iv0,7
chickpea,https://www.youtube.com/watch?v=eAFoZUaOwac,eAFoZUaOwac,5
Chicks,https://www.youtube.com/watch?v=n162JtquPPo,n162JtquPPo,12
chief,https://www.youtube.com/watch?v=Q0HKbrbAj0A,Q0HKbrbAj0A,5
Chief Justice,https://www.youtube.com/watch?v=VigebdpoRlI,VigebdpoRlI,13
chief minister,https://www.youtube.com/watch?v=ok8DLBVJmKU,ok8DLBVJmKU,7
chief minister,https://www.youtube.com/watch?v=dRZkuKTLcis,dRZkuKTLcis,5
chikoo,https://www.youtube.com/watch?v=_GG3jvZWj_4,_GG3jvZWj_4,4
Child,https://www.youtube.com/watch?v=vLbvf0zEj5M,vLbvf0zEj5M,9
child abuse,https://www.youtube.com/watch?v=lzUMKuDPzls,lzUMKuDPzls,13
Child Prostitution,https://www.youtube.com/watch?v=UivWWBHOnAc,UivWWBHOnAc,13
children,https://www.youtube.com/watch?v=pWeJhQGITxI,pWeJhQGITxI,8
children,https://www.youtube.com/watch?v=Yr73oxg6UKs,Yr73oxg6UKs,9
Chile,https://www.youtube.com/watch?v=ZM95iphl6eM,ZM95iphl6eM,3
Chile,https://www.youtube.com/watch?v=ZM95iphl6eM,ZM95iphl6eM,3
chilli ,https://www.youtube.com/watch?v=UK3lCFwSt7A,UK3lCFwSt7A,5
chillie,https://www.youtube.com/watch?v=T4BAyeuRKM4,T4BAyeuRKM4,7
Chimney,https://www.youtube.com/watch?v=bKliVu0i0SI,bKliVu0i0SI,14
china,https://www.youtube.com/watch?v=WrkOKBm3ALI,WrkOKBm3ALI,7
china,https://www.youtube.com/watch?v=VqF3Q_7eQDc,VqF3Q_7eQDc,7
China,https://www.youtube.com/watch?v=uYfcQkRSvAY,uYfcQkRSvAY,6
China,https://www.youtube.com/watch?v=uYfcQkRSvAY,uYfcQkRSvAY,6
Chipping,https://www.youtube.com/watch?v=_mmkfKN0-dg,_mmkfKN0-dg,4
chocolate,https://www.youtube.com/watch?v=D6MP5temHtg,D6MP5temHtg,6
Choking,https://www.youtube.com/watch?v=Y7Smdq0HgqY,Y7Smdq0HgqY,14
cholera,https://www.youtube.com/watch?v=nLRgpHuC0fQ,nLRgpHuC0fQ,6
cholera,https://www.youtube.com/watch?v=t8sdmhD1yCc,t8sdmhD1yCc,6
cholera,https://www.youtube.com/watch?v=VsCf7FnMXn0,VsCf7FnMXn0,6
cholera,https://www.youtube.com/watch?v=Zbzwv7UaDLE,Zbzwv7UaDLE,6
choose,https://www.youtube.com/watch?v=qNWz7DPyrnU,qNWz7DPyrnU,4
christian,https://www.youtube.com/watch?v=IlFz5jLv0HA,IlFz5jLv0HA,6
christian,https://www.youtube.com/watch?v=5oIuAvPIeUc,5oIuAvPIeUc,6
Christianity,https://www.youtube.com/watch?v=ZlHosNYMQwE,ZlHosNYMQwE,4
christmas,https://www.youtube.com/watch?v=9e7G2jc3tso,9e7G2jc3tso,7
christmas,https://www.youtube.com/watch?v=bJiwFIbDGRQ,bJiwFIbDGRQ,7
Christmas ,https://www.youtube.com/watch?v=SdsEu8iuUpE,SdsEu8iuUpE,4
Christmas ,https://www.youtube.com/watch?v=tUV7RnfFTa4,tUV7RnfFTa4,5
Christmas ,https://www.youtube.com/watch?v=f7KtY9x961I,f7KtY9x961I,7
Christmas ,https://www.youtube.com/watch?v=9LDQGtFRVhI,9LDQGtFRVhI,4
Christmas ,https://www.youtube.com/watch?v=aYpR1Gsa0_U,aYpR1Gsa0_U,3
Christmas ,https://www.youtube.com/watch?v=9WpI_sLgb00,9WpI_sLgb00,4
Chronic Illness,https://www.youtube.com/watch?v=uHMNUWk8UAM,uHMNUWk8UAM,9
church,https://www.youtube.com/watch?v=yHgMtQOPid4,yHgMtQOPid4,6
CIF Number,https://www.youtube.com/watch?v=araXKMU7R4g,araXKMU7R4g,8
Cillnical Thermometer,https://www.youtube.com/watch?v=Ai8GHDxnOzE,Ai8GHDxnOzE,10
cinema,https://www.youtube.com/watch?v=fs99SCAQCxU,fs99SCAQCxU,6
cinema,https://www.youtube.com/watch?v=VBx8a9gFcQI,VBx8a9gFcQI,5
cinema,https://www.youtube.com/watch?v=IwjaiMCqRSk,IwjaiMCqRSk,4
cinema hall,https://www.youtube.com/watch?v=Q74GhX7qYWI,Q74GhX7qYWI,4
cinema hall,https://www.youtube.com/watch?v=bEgGF4YuHm0,bEgGF4YuHm0,4
Circle,https://www.youtube.com/watch?v=CcX4eD-UArI,CcX4eD-UArI,13
circle,https://www.youtube.com/watch?v=rBRJw6gUMHM,rBRJw6gUMHM,10
circle,https://www.youtube.com/watch?v=0hkuayZghpM,0hkuayZghpM,11
Circuit,https://www.youtube.com/watch?v=EL4UAMc2Kmc,EL4UAMc2Kmc,10
Circuit Breaker,https://www.youtube.com/watch?v=o-H6UeceSts,o-H6UeceSts,9
Circular,https://www.youtube.com/watch?v=fy-aZQ2Fx_Y,fy-aZQ2Fx_Y,12
Circular Motion,https://www.youtube.com/watch?v=0kr-oJWV_wI,0kr-oJWV_wI,11
circus,https://www.youtube.com/watch?v=-HOXFEzH00I,#NAME?,6
Citrus Vulgaris,https://www.youtube.com/watch?v=a3qDF39okh0,a3qDF39okh0,13
city,https://www.youtube.com/watch?v=4oJ4RzPUxyQ,4oJ4RzPUxyQ,5
city ,https://www.youtube.com/watch?v=URA2L-D-MAQ,URA2L-D-MAQ,5
city ,https://www.youtube.com/watch?v=xR3xDmZZCCI,xR3xDmZZCCI,5
Civil Engineering,https://www.youtube.com/watch?v=LoDs7v25rTw,LoDs7v25rTw,4
CL,https://www.youtube.com/watch?v=tB9EhSaD8MY,tB9EhSaD8MY,7
Claim,https://www.youtube.com/watch?v=Rjv2fm62JAY,Rjv2fm62JAY,8
clap,https://www.youtube.com/watch?v=fZsaGLA9Z3s,fZsaGLA9Z3s,6
class,https://www.youtube.com/watch?v=yWRsnrs4C5w,yWRsnrs4C5w,5
class room,https://www.youtube.com/watch?v=Bh9e-exemes,Bh9e-exemes,7
Classification,https://www.youtube.com/watch?v=KzcNcvmdfUc,KzcNcvmdfUc,11
Classification According to Parts used for Crop,https://www.youtube.com/watch?v=XnTZYBLuwos,XnTZYBLuwos,15
Classification Based on Season,https://www.youtube.com/watch?v=iASooj0B1tY,iASooj0B1tY,14
Classification Based on the Transplanting Capacity,https://www.youtube.com/watch?v=OkHQG79PRCk,OkHQG79PRCk,14
Classification of Fungus,https://www.youtube.com/watch?v=4mBsmsNlAco,4mBsmsNlAco,9
Classification of Hedges,https://www.youtube.com/watch?v=CPPp4bkc2M0,CPPp4bkc2M0,11
Classification of Poultry Diseases,https://www.youtube.com/watch?v=tgq3cpoyWB4,tgq3cpoyWB4,10
Classification of Poultry Feeds,https://www.youtube.com/watch?v=WQpetmGGa2Y,WQpetmGGa2Y,15
Classification of Shrubs,https://www.youtube.com/watch?v=WGdXSExEco8,WGdXSExEco8,9
Classification of Vegetables,https://www.youtube.com/watch?v=JmBmx8jNivk,JmBmx8jNivk,9
Clauses,https://www.youtube.com/watch?v=_J3ub2IKdWM,_J3ub2IKdWM,14
Claw Hammer,https://www.youtube.com/watch?v=aoicBWQGk0Y,aoicBWQGk0Y,6
clean,https://www.youtube.com/watch?v=t1XvJu6yRk8,t1XvJu6yRk8,7
clean,https://www.youtube.com/watch?v=WiOoeG7LL6I,WiOoeG7LL6I,5
Clean Bill,https://www.youtube.com/watch?v=pJi25JN7TwU,pJi25JN7TwU,10
clear ,https://www.youtube.com/watch?v=a1T4s6FhcSE,a1T4s6FhcSE,5
clear ,https://www.youtube.com/watch?v=LyZNz7OHiBc,LyZNz7OHiBc,4
Clearing House,https://www.youtube.com/watch?v=tFftFv6aIjE,tFftFv6aIjE,11
clerk,https://www.youtube.com/watch?v=UYS5jKTw0Ik,UYS5jKTw0Ik,6
clerk,https://www.youtube.com/watch?v=lH8ozqCOz_w,lH8ozqCOz_w,7
clever,https://www.youtube.com/watch?v=FR_SoS24QTs,FR_SoS24QTs,7
clever,https://www.youtube.com/watch?v=IGogDBcwAnU,IGogDBcwAnU,8
clever ,https://www.youtube.com/watch?v=lto2iIwYuOw,lto2iIwYuOw,6
clever ,https://www.youtube.com/watch?v=8eae5jZQ1zo,8eae5jZQ1zo,5
clever ,https://www.youtube.com/watch?v=yFMHg6sTd6Y,yFMHg6sTd6Y,5
Client,https://www.youtube.com/watch?v=1iZij0vXGiQ,1iZij0vXGiQ,15
climb,https://www.youtube.com/watch?v=GTNV1gmJDSk,GTNV1gmJDSk,5
climb down,https://www.youtube.com/watch?v=4g99hQUlSd4,4g99hQUlSd4,6
climb up,https://www.youtube.com/watch?v=YAn2NmtqmkU,YAn2NmtqmkU,6
clinic,https://www.youtube.com/watch?v=D20jrJs_BNQ,D20jrJs_BNQ,7
clock,https://www.youtube.com/watch?v=BD6ADUnsyio,BD6ADUnsyio,8
clock,https://www.youtube.com/watch?v=x-K2eMJl34k,x-K2eMJl34k,8
clock ,https://www.youtube.com/watch?v=Qhvb075HF_Y,Qhvb075HF_Y,5
clock ,https://www.youtube.com/watch?v=Ju08b0MS8-4,Ju08b0MS8-4,4
Clockwise,https://www.youtube.com/watch?v=JRE6SRmb_yI,JRE6SRmb_yI,11
close,https://www.youtube.com/watch?v=RJVa8OUU9pA,RJVa8OUU9pA,5
close,https://www.youtube.com/watch?v=WEnejEf0veY,WEnejEf0veY,5
Close,https://www.youtube.com/watch?v=Xca-yzLOWRU,Xca-yzLOWRU,13
close friend,https://www.youtube.com/watch?v=QiX_rb7Lm3I,QiX_rb7Lm3I,6
close relation,https://www.youtube.com/watch?v=SWWKwdMT9qQ,SWWKwdMT9qQ,5
Close up,https://www.youtube.com/watch?v=P29jupnZniw,P29jupnZniw,8
cloth,https://www.youtube.com/watch?v=GM5YzHlNbtQ,GM5YzHlNbtQ,8
cloth,https://www.youtube.com/watch?v=YnAajpsmDmk,YnAajpsmDmk,8
cloud,https://www.youtube.com/watch?v=ygxGB0K2M8A,ygxGB0K2M8A,4
clouds,https://www.youtube.com/watch?v=Tpyp71m96Nk,Tpyp71m96Nk,7
clouds,https://www.youtube.com/watch?v=yfYtLEv3lII,yfYtLEv3lII,7
cloudy,https://www.youtube.com/watch?v=d4zWp5T3P-w,d4zWp5T3P-w,7
clown,https://www.youtube.com/watch?v=_45PKVEtIUE,_45PKVEtIUE,6
clown,https://www.youtube.com/watch?v=RcZ64U1ydeg,RcZ64U1ydeg,7
club ,https://www.youtube.com/watch?v=gZeBXbzKTnY,gZeBXbzKTnY,5
club ,https://www.youtube.com/watch?v=ALdikJXEJtc,ALdikJXEJtc,4
clumsy,https://www.youtube.com/watch?v=Jm23ZwhmPlQ,Jm23ZwhmPlQ,12
clutch lever,https://www.youtube.com/watch?v=l_FTpIhhBg8,l_FTpIhhBg8,10
CNG stone carving machine,https://www.youtube.com/watch?v=vwpHHohq8II,vwpHHohq8II,10
Co accused,https://www.youtube.com/watch?v=5QIrV6DdCG0,5QIrV6DdCG0,14
coach,https://www.youtube.com/watch?v=E5teJWyr2rA,E5teJWyr2rA,6
coal,https://www.youtube.com/watch?v=Q-jSZX4uAjY,Q-jSZX4uAjY,9
coal,https://www.youtube.com/watch?v=kYgE3-7DngE,kYgE3-7DngE,10
Coarse Aggregate,https://www.youtube.com/watch?v=tS_WbbhJD2I,tS_WbbhJD2I,13
coat,https://www.youtube.com/watch?v=j3XAVjxZDUA,j3XAVjxZDUA,7
coat,https://www.youtube.com/watch?v=9y_XoHypC2Q,9y_XoHypC2Q,7
coat,https://www.youtube.com/watch?v=7I3kECWTA4w,7I3kECWTA4w,3
Coat  Dress,https://www.youtube.com/watch?v=kSPgPYgFMfc,kSPgPYgFMfc,12
cobbler,https://www.youtube.com/watch?v=-i5XH3VNyZc,#NAME?,7
cobbler ,https://www.youtube.com/watch?v=6al4AYYeD6A,6al4AYYeD6A,5
cobbler ,https://www.youtube.com/watch?v=d5SYjSyZLZI,d5SYjSyZLZI,5
Coccidiosis,https://www.youtube.com/watch?v=gTnUL6YyXRA,gTnUL6YyXRA,11
cochin,https://www.youtube.com/watch?v=i1HQutvRGa4,i1HQutvRGa4,6
cock,https://www.youtube.com/watch?v=kBGA6N3xhBo,kBGA6N3xhBo,8
cock,https://www.youtube.com/watch?v=U45t3T05qRk,U45t3T05qRk,8
Cock,https://www.youtube.com/watch?v=OE5sct8DJxM,OE5sct8DJxM,9
Cock erels,https://www.youtube.com/watch?v=mZ8Tmp9I2Is,mZ8Tmp9I2Is,11
cockroach,https://www.youtube.com/watch?v=C15CAFPqP9g,C15CAFPqP9g,7
cockroach,https://www.youtube.com/watch?v=UQogb-cniR4,UQogb-cniR4,6
cockroach,https://www.youtube.com/watch?v=a8cDfDvCcxw,a8cDfDvCcxw,7
coconut,https://www.youtube.com/watch?v=c-5Km1sqJOA,c-5Km1sqJOA,8
coconut,https://www.youtube.com/watch?v=J6YkOCzKPpA,J6YkOCzKPpA,7
coconut ,https://www.youtube.com/watch?v=Yf38Dy5zOF4,Yf38Dy5zOF4,4
coconut ,https://www.youtube.com/watch?v=-H_VzAnfyKk,#NAME?,4
Coded Message,https://www.youtube.com/watch?v=fGZIdas27Ak,fGZIdas27Ak,9
coffee,https://www.youtube.com/watch?v=JmsjCb19HB4,JmsjCb19HB4,6
Coffee Rust,https://www.youtube.com/watch?v=yiVSKw0srMA,yiVSKw0srMA,15
Coherent,https://www.youtube.com/watch?v=2WzVp7AncT4,2WzVp7AncT4,7
Cohesive,https://www.youtube.com/watch?v=5yEAIUigL8o,5yEAIUigL8o,8
coimbatore,https://www.youtube.com/watch?v=Dy9J-D3RVDw,Dy9J-D3RVDw,5
Coimbatore,https://www.youtube.com/watch?v=U46jloztxAQ,U46jloztxAQ,4
Coin,https://www.youtube.com/watch?v=CoMoRzQiKm8,CoMoRzQiKm8,9
coin,https://www.youtube.com/watch?v=IAd2idq-iPI,IAd2idq-iPI,6
Cold,https://www.youtube.com/watch?v=LdB-xdR0WlM,LdB-xdR0WlM,7
cold,https://www.youtube.com/watch?v=UoONuBxuPLg,UoONuBxuPLg,6
cold,https://www.youtube.com/watch?v=8FkwA1OENww,8FkwA1OENww,5
cold,https://www.youtube.com/watch?v=P1r-uVbFZ00,P1r-uVbFZ00,6
cold,https://www.youtube.com/watch?v=EdGBkBi0xQ4,EdGBkBi0xQ4,4
cold drink,https://www.youtube.com/watch?v=zEv81qWK7yQ,zEv81qWK7yQ,6
cold for food,https://www.youtube.com/watch?v=okkkPNVcTfQ,okkkPNVcTfQ,3
Collect,https://www.youtube.com/watch?v=iP15-5bXA-k,iP15-5bXA-k,4
collect,https://www.youtube.com/watch?v=IDxelyv-im0,IDxelyv-im0,6
college,https://www.youtube.com/watch?v=Vxw3BnPmi3s,Vxw3BnPmi3s,7
college,https://www.youtube.com/watch?v=CNnZQINfB8E,CNnZQINfB8E,6
Colllsion,https://www.youtube.com/watch?v=299nspHeeag,299nspHeeag,8
Colombia,https://www.youtube.com/watch?v=0CUyYc1R3OA,0CUyYc1R3OA,4
Colour ,https://www.youtube.com/watch?v=Wv59G4v5X2Y,Wv59G4v5X2Y,3
Colour ,https://www.youtube.com/watch?v=rJbc69qxPDA,rJbc69qxPDA,3
Colour Filter,https://www.youtube.com/watch?v=2tX3eQTM1Lc,2tX3eQTM1Lc,12
Colour Palette,https://www.youtube.com/watch?v=bhpHRwqACLY,bhpHRwqACLY,14
Colour Palette,https://www.youtube.com/watch?v=V2MPSLmneX0,V2MPSLmneX0,10
Coloured Follage Shrubs,https://www.youtube.com/watch?v=ClLC-JSUEq4,ClLC-JSUEq4,10
Column,https://www.youtube.com/watch?v=6J46Gkv1CzI,6J46Gkv1CzI,14
comb,https://www.youtube.com/watch?v=rbw7n0D0KGE,rbw7n0D0KGE,8
comb,https://www.youtube.com/watch?v=y5IlRJzz8w8,y5IlRJzz8w8,9
comb,https://www.youtube.com/watch?v=lz2BCCFiYmQ,lz2BCCFiYmQ,5
combine,https://www.youtube.com/watch?v=cwDDoB4ZOZY,cwDDoB4ZOZY,6
combine,https://www.youtube.com/watch?v=mhO9nuyQ28I,mhO9nuyQ28I,6
come,https://www.youtube.com/watch?v=d3i2EjGoA2k,d3i2EjGoA2k,5
come ,https://www.youtube.com/watch?v=HSEV-Y2g3A8,HSEV-Y2g3A8,3
come ,https://www.youtube.com/watch?v=zobbHZq0U4w,zobbHZq0U4w,5
come back,https://www.youtube.com/watch?v=H84q83Jmhhk,H84q83Jmhhk,4
comfortable,https://www.youtube.com/watch?v=WW5m7jWsHFA,WW5m7jWsHFA,7
comfortable ,https://www.youtube.com/watch?v=t7BWrIChL1Y,t7BWrIChL1Y,4
comfortable  ,https://www.youtube.com/watch?v=KsbMoTA5Rvk,KsbMoTA5Rvk,5
commerce,https://www.youtube.com/watch?v=7poFsrrVPVk,7poFsrrVPVk,5
Commercial Building,https://www.youtube.com/watch?v=lDS2BP2Sias,lDS2BP2Sias,14
Commercial Vegetable Gardening,https://www.youtube.com/watch?v=kncWaeUb5Ps,kncWaeUb5Ps,9
Committee,https://www.youtube.com/watch?v=gDJSpnnmmDA,gDJSpnnmmDA,9
committee,https://www.youtube.com/watch?v=8ODE1njkZv0,8ODE1njkZv0,4
common,https://www.youtube.com/watch?v=c-A3wFtFlEM,c-A3wFtFlEM,6
common,https://www.youtube.com/watch?v=XP1X2toQb3s,XP1X2toQb3s,5
Common Cold,https://www.youtube.com/watch?v=uEWef2ILEC8,uEWef2ILEC8,3
communicate,https://www.youtube.com/watch?v=XcQTq6tBNeE,XcQTq6tBNeE,6
Communicate,https://www.youtube.com/watch?v=XI4MKE3j4no,XI4MKE3j4no,4
Communication,https://www.youtube.com/watch?v=iiYu_W7B91w,iiYu_W7B91w,8
Communist Party of India,https://www.youtube.com/watch?v=3aJtWIMsFx8,3aJtWIMsFx8,4
community,https://www.youtube.com/watch?v=6f0v-e468AI,6f0v-e468AI,5
compact disc,https://www.youtube.com/watch?v=-E1n5hTjako,#NAME?,8
Compaction,https://www.youtube.com/watch?v=caIqDNu--II,caIqDNu--II,10
Company,https://www.youtube.com/watch?v=4TLvls1tSgA,4TLvls1tSgA,10
company,https://www.youtube.com/watch?v=eI4NQgjp5l0,eI4NQgjp5l0,5
Company Joint Stock,https://www.youtube.com/watch?v=ObJnMFN4KQg,ObJnMFN4KQg,12
Company Partnership,https://www.youtube.com/watch?v=bp32ckPVj6s,bp32ckPVj6s,12
Company secretary,https://www.youtube.com/watch?v=IItJ7hdAf_g,IItJ7hdAf_g,6
Compare,https://www.youtube.com/watch?v=JDFAUSbxIhk,JDFAUSbxIhk,8
compare,https://www.youtube.com/watch?v=nBnJhuCSZxY,nBnJhuCSZxY,4
Compass,https://www.youtube.com/watch?v=6xUFRFEzi4Y,6xUFRFEzi4Y,15
compass,https://www.youtube.com/watch?v=nBXHnSz4pYc,nBXHnSz4pYc,7
Compass Surveying,https://www.youtube.com/watch?v=K_lfla-AAV4,K_lfla-AAV4,13
compate,https://www.youtube.com/watch?v=nZp9HgnRg2Q,nZp9HgnRg2Q,6
Competition,https://www.youtube.com/watch?v=L0J8OikrRXQ,L0J8OikrRXQ,8
competition,https://www.youtube.com/watch?v=vZBu2SG35ec,vZBu2SG35ec,6
competition,https://www.youtube.com/watch?v=b8z6CTJw-TI,b8z6CTJw-TI,5
complain,https://www.youtube.com/watch?v=AzOpSq_iZCo,AzOpSq_iZCo,6
complain,https://www.youtube.com/watch?v=LjoBu4KD33Y,LjoBu4KD33Y,4
Complainant and complaint,https://www.youtube.com/watch?v=9hyc0l2c7I4,9hyc0l2c7I4,10
Complaint,https://www.youtube.com/watch?v=-Tfg5XTzi0c,#NAME?,7
Complete,https://www.youtube.com/watch?v=1wVR6wsoIfw,1wVR6wsoIfw,8
complete,https://www.youtube.com/watch?v=kYwtY_FCM1c,kYwtY_FCM1c,4
Compositing,https://www.youtube.com/watch?v=cPSQyj-JTpM,cPSQyj-JTpM,15
Composition of Milk,https://www.youtube.com/watch?v=9tcU1uGTnFo,9tcU1uGTnFo,6
Compound Interest,https://www.youtube.com/watch?v=bmnbIMDM4MY,bmnbIMDM4MY,9
Compound Microspe,https://www.youtube.com/watch?v=m6s5zgf0gpI,m6s5zgf0gpI,9
Compress,https://www.youtube.com/watch?v=23M9fhPWkfY,23M9fhPWkfY,9
Compression,https://www.youtube.com/watch?v=QU-ZlgFpBVw,QU-ZlgFpBVw,8
Compromise,https://www.youtube.com/watch?v=eFb4OLllu9I,eFb4OLllu9I,7
Compulsory,https://www.youtube.com/watch?v=xEUbXwWImbc,xEUbXwWImbc,7
computer,https://www.youtube.com/watch?v=5IDn1RRczUo,5IDn1RRczUo,8
computer,https://www.youtube.com/watch?v=4epyVRUXIWA,4epyVRUXIWA,4
Computerisation,https://www.youtube.com/watch?v=LEqwMyWAVG0,LEqwMyWAVG0,8
computing,https://www.youtube.com/watch?v=DSL5R_AGIiU,DSL5R_AGIiU,13
Concave,https://www.youtube.com/watch?v=aOR-2KDf9pA,aOR-2KDf9pA,12
Concave Lens,https://www.youtube.com/watch?v=yVNuNrwFZ1c,yVNuNrwFZ1c,11
Concave Mirror,https://www.youtube.com/watch?v=wu_tcc63EjM,wu_tcc63EjM,10
Concealment Of Identity,https://www.youtube.com/watch?v=DQstNLzwuNg,DQstNLzwuNg,14
concentrate,https://www.youtube.com/watch?v=GSeKuIBIGWs,GSeKuIBIGWs,8
concentrate,https://www.youtube.com/watch?v=9hfrwKx2js8,9hfrwKx2js8,8
concept,https://www.youtube.com/watch?v=lF3h9t_N8fA,lF3h9t_N8fA,4
concept,https://www.youtube.com/watch?v=lF3h9t_N8fA,lF3h9t_N8fA,4
Concession,https://www.youtube.com/watch?v=yOkZgJliKfo,yOkZgJliKfo,8
Conciliation,https://www.youtube.com/watch?v=E3CEiwzCU94,E3CEiwzCU94,11
conclude,https://www.youtube.com/watch?v=EGt1EA-YBNw,EGt1EA-YBNw,6
conclude,https://www.youtube.com/watch?v=EGt1EA-YBNw,EGt1EA-YBNw,6
Concrete,https://www.youtube.com/watch?v=GUA7UJE53Qc,GUA7UJE53Qc,6
Concrete,https://www.youtube.com/watch?v=Lu0AwKQ33Sw,Lu0AwKQ33Sw,6
Concrete Mixture,https://www.youtube.com/watch?v=NFHHa94P-k8,NFHHa94P-k8,11
Concurrent,https://www.youtube.com/watch?v=l3rjbQ5M6xg,l3rjbQ5M6xg,11
Condition,https://www.youtube.com/watch?v=OrlYpvp8gnI,OrlYpvp8gnI,7
condom,https://www.youtube.com/watch?v=rrjpij1UdL0,rrjpij1UdL0,4
condom,https://www.youtube.com/watch?v=rrjpij1UdL0,rrjpij1UdL0,4
Conductor,https://www.youtube.com/watch?v=6l6GxuCUthA,6l6GxuCUthA,12
Cone,https://www.youtube.com/watch?v=A4WC9h-V7gg,A4WC9h-V7gg,12
cone,https://www.youtube.com/watch?v=rYwhWesDH9k,rYwhWesDH9k,9
cone,https://www.youtube.com/watch?v=t3XnfkCsUiY,t3XnfkCsUiY,8
Conference,https://www.youtube.com/watch?v=HivopUmOiR0,HivopUmOiR0,7
conference ,https://www.youtube.com/watch?v=YXM8FEEsI_A,YXM8FEEsI_A,6
conference ,https://www.youtube.com/watch?v=0_dU4pT_Ch4,0_dU4pT_Ch4,5
conference ,https://www.youtube.com/watch?v=przV2cLTG_4,przV2cLTG_4,5
conference ,https://www.youtube.com/watch?v=YXM8FEEsI_A,YXM8FEEsI_A,6
conference ,https://www.youtube.com/watch?v=0_dU4pT_Ch4,0_dU4pT_Ch4,5
conference ,https://www.youtube.com/watch?v=przV2cLTG_4,przV2cLTG_4,5
confess,https://www.youtube.com/watch?v=ogn8OCqqQ7k,ogn8OCqqQ7k,6
Confession,https://www.youtube.com/watch?v=iTgS0k5G4HM,iTgS0k5G4HM,12
